# N = 8
         0,         0,         0,         0,         0,         0,         0,         0,         0,
         0,0.36525479,0.41800957,0.19083207,0.093925395,0.048668894,0.025051283,0.010750394,         0,
         0,0.41800957,0.49095144, 0.2513933,0.13620062,0.075698897,0.040785846,0.017950292,         0,
         0,0.19083207, 0.2513933,0.18758909,0.12378487,0.077140231,0.04444291,0.02026493,         0,
         0,0.093925395,0.13620062,0.12378487,0.094209559,0.064634244,0.039580633,0.018666517,         0,
         0,0.048668894,0.075698897,0.077140231,0.064634244,0.047606553,0.030578861,0.014820506,         0,
         0,0.025051283,0.040785846,0.04444291,0.039580633,0.030578861,0.020307753,0.010036646,         0,
         0,0.010750394,0.017950292,0.02026493,0.018666517,0.014820506,0.010036646,0.0050183228,         0,
         0,         0,         0,         0,         0,         0,         0,         0,         0,
# N = 16
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,
         0,0.14825782,0.21839064,0.23805892,0.21211904,0.12524291,  0.078749,0.051822137,0.035294628,0.024654567,0.017504231,0.012495527,0.0088337701,0.0060283354,0.0037600802,0.0018070446,         0,
         0,0.21839064,0.33099582,  0.365476,0.32892435,0.21010358,0.13793096,0.093244921,0.064701807,0.04581941,0.03286683,0.023644108,0.016811218,0.011519491,0.007204941,0.0034680982,         0,
         0,0.23805892,  0.365476,0.40767489,0.37174879,0.24831612,0.16962632,0.11852479,0.084448268,0.061054435,0.04449957,0.032402858,0.023247501,0.01603347,0.010072094,0.0048604071,         0,
         0,0.21211904,0.32892435,0.37174879,0.34582979,0.24178579,0.17373341,0.12677964,0.093512042,0.069450493,0.051674156,0.038220254,0.02774246,0.019294794,0.012189559,0.0059014358,         0,
         0,0.12524291,0.21010358,0.24831612,0.24178579,0.19926383,0.15674188,0.12134833,0.093369769,0.071561339,0.054526306,0.041061542,0.03020729,0.021213687,0.013489913,0.0065557769,         0,
         0,  0.078749,0.13793096,0.16962632,0.17373341,0.15674188,0.13262195,0.10850202,0.087057365,0.068898787,0.053808188,0.041292317,0.03081147,0.02186275,0.01400063,0.0068317586,         0,
         0,0.051822137,0.093244921,0.11852479,0.12677964,0.12134833,0.10850202,0.092980452,0.07745888,0.063168256,0.050515342,0.039488068,0.029883525,0.021425213,0.013818097,0.0067706277,         0,
         0,0.035294628,0.064701807,0.084448268,0.093512042,0.093369769,0.087057365,0.07745888,0.066629447,0.055800015,0.045596857,0.03626109,0.027809346,0.020136482,0.013075917,0.0064326555,         0,
         0,0.024654567,0.04581941,0.061054435,0.069450493,0.071561339,0.068898787,0.063168256,0.055800015,0.047805498,0.039810981,0.032150087,0.02495629,0.018235452,0.011916432,0.0058840778,         0,
         0,0.017504231,0.03286683,0.04449957,0.051674156,0.054526306,0.053808188,0.050515342,0.045596857,0.039810981,0.033691484,0.027571986,0.021630273,0.015932603,0.010470282,0.0051872237,         0,
         0,0.012495527,0.023644108,0.032402858,0.038220254,0.041061542,0.041292317,0.039488068,0.03626109,0.032150087,0.027571986, 0.0228161,0.018060215,0.013394407,0.0088448675,0.0043945353,         0,
         0,0.0088337701,0.016811218,0.023247501,0.02774246,0.03020729,0.03081147,0.029883525,0.027809346,0.02495629,0.021630273,0.018060215,0.014400078,0.010739941,0.0071202465,0.0035460499,         0,
         0,0.0060283354,0.011519491,0.01603347,0.019294794,0.021213687,0.02186275,0.021425213,0.020136482,0.018235452,0.015932603,0.013394407,0.010739941,0.0080450343,0.0053501273,0.0026694177,         0,
         0,0.0037600802,0.007204941,0.010072094,0.012189559,0.013489913,0.01400063,0.013818097,0.013075917,0.011916432,0.010470282,0.0088448675,0.0071202465,0.0053501273,0.0035658105,0.0017814938,         0,
         0,0.0018070446,0.0034680982,0.0048604071,0.0059014358,0.0065557769,0.0068317586,0.0067706277,0.0064326555,0.0058840778,0.0051872237,0.0043945353,0.0035460499,0.0026694177,0.0017814938,0.0008907469,         0,
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,
# N = 32
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,
         0,0.052825198,0.086119146,0.10753693,0.12051256,0.12662885,0.12637772,0.11927304,0.10339588,0.073680609,0.055141257,0.042513542,0.033448782,0.026721622,0.021611789,0.017659941,0.014557068,0.012087774,0.010098107,0.0084759074,0.0071381621,0.0060225669,0.0050817454,0.0042792112,0.0035865008,0.0029811083,0.0024449772,0.0019633834,0.0015240942,0.0011167238,0.00073222791,0.00036249451,         0,
         0,0.086119146,0.14505196,0.18445352,0.20882196,0.22056262,0.22054651,0.20825606,0.18156739,0.13618529,0.10437088,0.081464128,0.064559963,0.051825916,0.042065595,0.034470906,0.028480556,0.023695922,0.019828748,0.01666736,0.014054174,0.01187036,0.010025203,0.0084485986,0.0070856837,0.0058929551,0.0048354172,0.0038844623,0.0030162694,0.0022105731,0.0014496934,0.00071775013,         0,
         0,0.10753693,0.18445352,0.23734071,0.27069666,0.28719065,0.28792712,0.27257482, 0.2393698,0.18512231,0.14469283,0.11441213,0.091501027,0.073956484,0.060353768,0.049677533,0.041198329,0.034386609,0.028853601,0.024310612,0.020540814,0.017379496,0.01470011,0.012404296,0.01041468,0.0086696112,0.0071192742,0.0057227791,0.0044459483,0.0032596057,0.0021382223,0.0010588126,         0,
         0,0.12051256,0.20882196,0.27069666,0.31037081,0.33051371,0.33233399, 0.3156838,0.27915218,0.22024132,0.17486598,0.13999055,0.11307553,0.092145225,0.07571546,0.062687127,0.052248619,0.043798584,0.036888435,0.031180674,0.026418973,0.022406699,0.018991444,0.016053796,0.01349913,0.011251535,0.0092492895,0.0074414316,0.0057851388,0.004243679,0.0027847777,0.0013792781,         0,
         0,0.12662885,0.22056262,0.28719065,0.33051371, 0.3530969,0.35614883, 0.3396117, 0.3022513, 0.2418248,0.19453924,0.15760856,0.12866531,0.10583343,0.087675721,0.073106898,0.061310435,0.051670672,0.04372088,0.037104677,0.031547706,0.026836885,0.02280517,0.019320314,0.016276507,0.013588111,0.011184917,0.0090085189,0.0070094965,0.0051451939,0.0033779313,0.001673522,         0,
         0,0.12637772,0.22054651,0.28792712,0.33233399,0.35614883,0.36049023,0.34530039,0.30935402,0.25026736,0.20385761,0.16723913,0.13814371,0.11484746,0.096047099,0.080754307,0.068215551,0.057852792,0.049219735,0.041969446,0.035830289,0.030587964,0.026072037,0.022145784,0.018698474,0.015639483,0.012893748,0.010398231,0.0080991343,0.0059496687,0.0039082316,0.0019368788,         0,
         0,0.11927304,0.20825606,0.27257482, 0.3156838, 0.3396117,0.34530039,0.33268309,0.30053454,0.24603299,0.20338473,0.16934664,0.14182296, 0.1193656,0.10091091,0.08564768,0.072944669,0.062305209,0.053335822,0.045723085,0.03921604,0.033612644,0.028749232,0.02449231,0.020732123,0.017377601,0.014352361,0.011591523,0.0090391409,0.0066461152,0.0043684475,0.0021657614,         0,
         0,0.10339588,0.18156739, 0.2393698,0.27915218, 0.3022513,0.30935402,0.30053454,0.27500556,0.22994532,0.19430166,0.16493974,0.14043587,0.11988109,0.10258324,0.087980839,0.075610237,0.065087552,0.056095261,0.04837103,0.041698143,0.035897339,0.030819937,0.026342101,0.022360106,0.018786435,0.015546573,0.012576357,0.0098197917,0.0072272036,0.004753682,0.0023577194,         0,
         0,0.073680609,0.13618529,0.18512231,0.22024132, 0.2418248,0.25026736,0.24603299,0.22994532,0.20444109,0.17893686, 0.1556748, 0.1350997,0.11713962,0.10156014,0.088082195,0.076427887,0.066339502,0.05758664,0.049967631,0.043308162,0.037458633,0.032291075,0.02769605,0.023579765,0.019861463,0.016471137,0.013347542,0.010436465,0.0076892255,0.0050613573,0.0025114344,         0,
         0,0.055141257,0.10437088,0.14469283,0.17486598,0.19453924,0.20385761,0.20338473,0.19430166,0.17893686,0.16132988, 0.1437229,0.12714852,0.11201756,0.098435515,0.086359912,0.075679613,0.066255929,0.057944165,0.050604693,0.044108241,0.038337957,0.033189678,0.028571261,0.024401442,0.020608513,0.017128971,0.013906209,0.010889301,0.0080318759,0.0052910875,0.0026266607,         0,
         0,0.042513542,0.081464128,0.11441213,0.13999055,0.15760856,0.16723913,0.16934664,0.16493974, 0.1556748, 0.1437229,0.13073841,0.11775391,0.10534657,0.093804447,0.083242323,0.073674723,0.065060437, 0.0573294,0.050398734,0.044182153,0.038595275,0.033558421,0.028997874,0.024846227,0.021042176,0.017530023,0.014259022,0.011182654,0.0082578898,0.0054444561,0.0027041208,         0,
         0,0.033448782,0.064559963,0.091501027,0.11307553,0.12866531,0.13814371,0.14182296,0.14043587, 0.1350997,0.12714852,0.11775391,0.10778215,0.097810379,0.088193376,0.079130212,0.070716518,0.062981695,0.055914262,0.04947869,0.043626363,0.038302571,0.033450854,0.029015588,0.024943417,0.021183942,0.017689925,0.014417202,0.011324403,0.0083725734,0.0055247261,0.0027453664,         0,
         0,0.026721622,0.051825916,0.073956484,0.092145225,0.10583343,0.11484746, 0.1193656,0.11988109,0.11713962,0.11201756,0.10534657,0.097810379,0.089919422,0.082028465,0.07436863,0.067079443,0.060235564,0.053867264,0.047975401,0.042542036,0.037537791,0.032926837,0.028670206,0.024727912,0.021060249,0.017628533,0.014395457,0.011325183,0.0083832748,0.0055365084,0.0027526188,         0,
         0,0.021611789,0.042065595,0.060353768,0.07571546,0.087675721,0.096047099,0.10091091,0.10258324,0.10156014,0.098435515,0.093804447,0.088193376,0.082028465,0.075632432,0.069236399,0.062997061,0.057013853,0.051343829,0.046013615,0.041028591,0.036379718,0.032048496,0.028010489,0.024237775,0.020700608,0.017368502,0.014210909,0.011197598,0.0082988343,0.0054854141,0.0027286005,         0,
         0,0.017659941,0.034470906,0.049677533,0.062687127,0.073106898,0.080754307,0.08564768,0.087980839,0.088082195,0.086359912,0.083242323,0.079130212,0.07436863,0.069236399,0.063947474,0.058658548,0.053478959,0.048480583,0.043706639,0.039178995,0.034903995,0.030876941,0.027085478,0.023512092,0.020135906,0.016933959,0.013882078,0.010955464,0.0081290506,0.005377713,0.002676369,         0,
         0,0.014557068,0.028480556,0.041198329,0.052248619,0.061310435,0.068215551,0.072944669,0.075610237,0.076427887,0.075679613,0.073674723,0.070716518,0.067079443,0.062997061,0.058658548, 0.0542107,0.049762852,0.045392906,0.041153361,0.037076756,0.033180326,0.029469793,0.025942391,0.022589209,0.019396966,0.016349348,0.013427982,0.010613131,0.0078841904,0.0052200186,0.0025991623,         0,
         0,0.012087774,0.023695922,0.034386609,0.043798584,0.051670672,0.057852792,0.062305209,0.065087552,0.066339502,0.066255929,0.065060437,0.062981695,0.060235564,0.057013853,0.053478959,0.049762852,0.045968841,0.04217483,0.038437141,0.034794344,0.031270759,0.027879513,0.024625086,0.021505385,0.018513399,0.015638487,0.01286737,0.010184888,0.0075745613,0.0050190086,0.0025002618,         0,
         0,0.010098107,0.019828748,0.028853601,0.036888435,0.04372088,0.049219735,0.053335822,0.056095261,0.05758664,0.057944165, 0.0573294,0.055914262,0.053867264,0.051343829,0.048480583,0.045392906,0.04217483,0.038900431,0.035626032,0.032392718,0.029228853,0.026152416,0.023173055,0.020293848,0.017512759,0.014823829,0.012218123,0.0096844905,0.0072101578,0.0047811929,0.0023828762,         0,
         0,0.0084759074,0.01666736,0.024310612,0.031180674,0.037104677,0.041969446,0.045723085,0.04837103,0.049967631,0.050604693,0.050398734,0.04947869,0.047975401,0.046013615,0.043706639,0.041153361,0.038437141,0.035626032,0.032773837,0.029921642,0.02709952,0.024328241,0.021620869,0.018984192,0.016419962,0.013925947,0.011496802,0.0091247933,0.0068003866,0.004512729,0.0022500499,         0,
         0,0.0071381621,0.014054174,0.020540814,0.026418973,0.031547706,0.035830289,0.03921604,0.041698143,0.043308162,0.044108241,0.044182153,0.043626363,0.042542036,0.041028591,0.039178995,0.037076756,0.034794344,0.032392718,0.029921642,0.027420493,0.024919345,0.02244016,0.019997988,0.017602088,0.01525695,0.012963194,0.010718344,0.0085174945,0.0063538663,0.0042192865,0.0021045946,         0,
         0,0.0060225669,0.01187036,0.017379496,0.022406699,0.026836885,0.030587964,0.033612644,0.035897339,0.037458633,0.038337957,0.038595275,0.038302571,0.037537791,0.036379718,0.034903995,0.033180326,0.031270759,0.029228853,0.02709952,0.024919345,0.022717206,0.020515066,0.018328835,0.016169222,0.014042556,0.011951534,0.009895887,0.007872974,0.0058782976,0.0039059561,0.0019490419,         0,
         0,0.0050817454,0.010025203,0.01470011,0.018991444,0.02280517,0.026072037,0.028749232,0.030819937,0.032291075,0.033189678,0.033558421,0.033450854,0.032926837,0.032048496,0.030876941,0.029469793,0.027879513,0.026152416,0.024328241,0.02244016,0.020515066,0.018574065,0.016633064,0.014703408,0.01279252,0.010904499,0.0090406958,0.0072002169,0.005380394,0.0035771983,0.0017856171,         0,
         0,0.0042792112,0.0084485986,0.012404296,0.016053796,0.019320314,0.022145784,0.02449231,0.026342101,0.02769605,0.028571261,0.028997874,0.029015588,0.028670206,0.028010489,0.027085478,0.025942391,0.024625086,0.023173055,0.021620869,0.019997988,0.018328835,0.016633064,0.014925946,0.013218828,0.011519614,0.0098332481,0.0081621798,0.0065068038,0.0048658634,0.0032368259,0.0016162281,         0,
         0,0.0035865008,0.0070856837,0.01041468,0.01349913,0.016276507,0.018698474,0.020732123,0.022360106,0.023579765,0.024401442,0.024846227,0.024943417,0.024727912,0.024237775,0.023512092,0.022589209,0.021505385,0.020293848,0.018984192,0.017602088,0.016169222,0.014703408,0.013218828,0.011726345,0.010233861,0.0087466986,0.0072679718,0.0057989549,0.0043394298,0.0028880137,0.0014424695,         0,
         0,0.0029811083,0.0058929551,0.0086696112,0.011251535,0.013588111,0.015639483,0.017377601,0.018786435,0.019861463,0.020608513,0.021042176,0.021183942,0.021060249,0.020700608,0.020135906,0.019396966,0.018513399,0.017512759,0.016419962,0.01525695,0.014042556,0.01279252,0.011519614,0.010233861,0.0089427874,0.0076517134,0.0063640536,0.0050816144,0.0038048872,0.0025333296,0.0012656364,         0,
         0,0.0024449772,0.0048354172,0.0071192742,0.0092492895,0.011184917,0.012893748,0.014352361,0.015546573,0.016471137,0.017128971,0.017530023,0.017689925,0.017628533,0.017368502,0.016933959,0.016349348,0.015638487,0.014823829,0.013925947,0.012963194,0.011951534,0.010904499,0.0098332481,0.0087466986,0.0076517134,0.0065533141,0.0054549148,0.0043585621,0.003265175,0.002174781,0.0010867464,         0,
         0,0.0019633834,0.0038844623,0.0057227791,0.0074414316,0.0090085189,0.010398231,0.011591523,0.012576357,0.013347542,0.013906209,0.014259022,0.014417202,0.014395457,0.014210909,0.013882078,0.013427982,0.01286737,0.012218123,0.011496802,0.010718344,0.009895887,0.0090406958,0.0081621798,0.0072679718,0.0063640536,0.0054549148,0.0045437294,0.003632544,0.0027224696,0.0018138732,0.00090656808,         0,
         0,0.0015240942,0.0030162694,0.0044459483,0.0057851388,0.0070094965,0.0080991343,0.0090391409,0.0098197917,0.010436465,0.010889301,0.011182654,0.011324403,0.011325183,0.011197598,0.010955464,0.010613131,0.010184888,0.0096844905,0.0091247933,0.0085174945,0.007872974,0.0072002169,0.0065068038,0.0057989549,0.0050816144,0.0043585621,0.003632544,0.002905415,0.002178286,0.0014516742,0.00072565272,         0,
         0,0.0011167238,0.0022105731,0.0032596057,0.004243679,0.0051451939,0.0059496687,0.0066461152,0.0072272036,0.0076892255,0.0080318759,0.0082578898,0.0083725734,0.0083832748,0.0082988343,0.0081290506,0.0078841904,0.0075745613,0.0072101578,0.0068003866,0.0063538663,0.0058782976,0.005380394,0.0048658634,0.0043394298,0.0038048872,0.003265175,0.0027224696,0.002178286,0.0016335854,0.0010888848,0.00054436863,         0,
         0,0.00073222791,0.0014496934,0.0021382223,0.0027847777,0.0033779313,0.0039082316,0.0043684475,0.004753682,0.0050613573,0.0052910875,0.0054444561,0.0055247261,0.0055365084,0.0054854141,0.005377713,0.0052200186,0.0050190086,0.0047811929,0.004512729,0.0042192865,0.0039059561,0.0035771983,0.0032368259,0.0028880137,0.0025333296,0.002174781,0.0018138732,0.0014516742,0.0010888848,0.00072591089,0.00036293701,         0,
         0,0.00036249451,0.00071775013,0.0010588126,0.0013792781,0.001673522,0.0019368788,0.0021657614,0.0023577194,0.0025114344,0.0026266607,0.0027041208,0.0027453664,0.0027526188,0.0027286005,0.002676369,0.0025991623,0.0025002618,0.0023828762,0.0022500499,0.0021045946,0.0019490419,0.0017856171,0.0016162281,0.0014424695,0.0012656364,0.0010867464,0.00090656808,0.00072565272,0.00054436863,0.00036293701,0.0001814685,         0,
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,
